x,y,frame
597,46,2001
597,53,2002
596,53,2003
594,60,2004
592,57,2005
604,47,2006
609,46,2007
611,46,2008
613,44,2009
611,46,2010
610,46,2011
608,46,2012
605,47,2013
605,46,2014
607,46,2015
608,44,2016
611,43,2017
618,47,2018
625,52,2019
632,55,2020
642,59,2021
649,61,2022
659,65,2023
667,68,2024
673,70,2025
680,73,2026
685,74,2027
693,78,2028
699,81,2029
704,85,2030
707,87,2031
712,90,2032
720,93,2033
723,95,2034
729,98,2035
733,100,2036
735,102,2037
742,104,2038
748,106,2039
755,109,2040
763,115,2041
770,118,2042
776,120,2043
785,123,2044
789,124,2045
798,128,2046
807,131,2047
814,134,2048
819,136,2049
824,138,2050
828,139,2051
829,139,2052
831,139,2053
833,139,2054
834,139,2055
834,139,2056
833,140,2057
834,140,2058
833,139,2059
834,140,2060
834,140,2061
833,139,2062
834,140,2063
834,140,2064
834,141,2065
837,145,2066
839,149,2067
845,157,2068
850,163,2069
857,168,2070
861,171,2071
867,176,2072
870,178,2073
879,182,2074
882,185,2075
888,189,2076
894,194,2077
902,198,2078
907,198,2079
918,202,2080
931,206,2081
942,210,2082
956,215,2083
967,218,2084
975,221,2085
979,223,2086
982,224,2087
986,226,2088
988,231,2089
990,238,2090
990,243,2091
990,247,2092
993,255,2093
995,261,2094
997,271,2095
998,277,2096
1000,287,2097
1001,294,2098
1003,302,2099
1005,307,2100
1006,311,2101
1006,312,2102
1006,314,2103
1007,317,2104
1007,318,2105
1008,321,2106
1008,320,2107
1013,325,2108
1020,330,2109
1025,333,2110
1032,338,2111
1037,342,2112
1041,346,2113
1042,347,2114
1045,350,2115
1051,355,2116
1053,357,2117
1054,358,2118
1057,359,2119
1059,362,2120
1061,364,2121
1063,365,2122
1066,368,2123
1065,368,2124
1069,371,2125
1070,372,2126
1072,374,2127
1073,374,2128
1074,375,2129
1073,375,2130
1074,376,2131
1073,376,2132
1074,376,2133
1073,375,2134
1074,375,2135
1073,372,2136
1073,367,2137
1075,361,2138
1074,353,2139
1074,346,2140
1072,341,2141
1072,335,2142
1073,330,2143
1073,325,2144
1072,317,2145
1067,311,2146
1063,304,2147
1056,294,2148
1050,287,2149
1045,281,2150
1039,275,2151
1035,269,2152
1030,264,2153
1026,259,2154
1022,253,2155
1018,248,2156
1011,241,2157
1006,234,2158
1001,227,2159
996,220,2160
991,214,2161
987,209,2162
977,201,2163
962,198,2164
946,197,2165
928,195,2166
910,195,2167
892,195,2168
874,192,2169
857,191,2170
839,190,2171
820,187,2172
805,184,2173
789,182,2174
775,179,2175
760,176,2176
749,173,2177
738,170,2178
727,166,2179
717,161,2180
709,154,2181
698,145,2182
689,133,2183
682,123,2184
673,113,2185
664,103,2186
656,92,2187
650,82,2188
643,71,2189
639,66,2190
634,56,2191
632,51,2192
630,51,2193
629,61,2194
627,61,2195
619,49,2196
616,54,2197
604,47,2198
596,47,2199
590,50,2200
588,61,2201
578,49,2202
575,61,2203
572,59,2204
582,42,2205
589,41,2206
605,35,2207
612,34,2208
616,34,2209
619,34,2210
610,43,2211
607,46,2212
600,51,2213
596,54,2214
594,55,2215
594,48,2216
596,48,2217
593,59,2218
600,50,2219
603,48,2220
606,46,2221
604,49,2222
599,47,2223
595,47,2224
591,49,2225
588,48,2226
590,46,2227
591,50,2228
589,54,2229
599,47,2230
599,48,2231
596,50,2232
593,52,2233
589,49,2234
589,49,2235
589,49,2236
589,52,2237
593,48,2238
594,56,2239
600,54,2240
619,35,2241
616,43,2242
620,41,2243
631,35,2244
632,34,2245
628,39,2246
622,43,2247
614,46,2248
607,44,2249
604,44,2250
599,43,2251
596,47,2252
593,52,2253
591,50,2254
597,44,2255
603,44,2256
610,44,2257
603,57,2258
610,48,2259
605,49,2260
598,47,2261
593,46,2262
590,46,2263
591,47,2264
593,49,2265
596,48,2266
598,48,2267
600,48,2268
602,45,2269
601,46,2270
601,47,2271
603,45,2272
606,46,2273
609,45,2274
612,44,2275
618,42,2276
620,43,2277
629,44,2278
634,46,2279
635,47,2280
646,48,2281
646,48,2282
653,48,2283
658,48,2284
661,48,2285
664,49,2286
670,52,2287
678,59,2288
685,64,2289
690,67,2290
697,71,2291
704,75,2292
714,79,2293
718,80,2294
728,83,2295
731,85,2296
738,87,2297
745,91,2298
750,94,2299
757,98,2300
763,101,2301
769,105,2302
775,108,2303
779,110,2304
785,113,2305
791,117,2306
796,119,2307
802,122,2308
808,124,2309
812,127,2310
818,130,2311
823,134,2312
828,136,2313
833,138,2314
839,141,2315
845,145,2316
856,149,2317
863,153,2318
869,157,2319
876,163,2320
882,168,2321
888,172,2322
894,176,2323
900,180,2324
906,185,2325
911,191,2326
918,197,2327
922,200,2328
927,205,2329
932,210,2330
934,213,2331
938,220,2332
943,227,2333
947,232,2334
950,236,2335
954,242,2336
958,246,2337
963,253,2338
967,262,2339
971,269,2340
975,279,2341
980,288,2342
986,296,2343
991,305,2344
996,312,2345
1000,318,2346
1003,322,2347
1006,327,2348
1008,331,2349
1012,336,2350
1015,340,2351
1013,338,2352
1013,339,2353
1013,340,2354
1011,338,2355
1011,339,2356
1011,337,2357
1009,335,2358
1012,334,2359
1011,333,2360
1013,333,2361
1012,333,2362
1013,333,2363
1012,333,2364
1013,333,2365
1010,333,2366
1011,333,2367
1012,333,2368
1008,333,2369
1010,333,2370
1007,332,2371
1005,329,2372
1002,322,2373
997,316,2374
993,312,2375
989,307,2376
986,304,2377
983,298,2378
977,293,2379
968,288,2380
955,284,2381
942,279,2382
930,274,2383
912,268,2384
896,262,2385
880,255,2386
865,249,2387
851,242,2388
831,232,2389
818,227,2390
802,220,2391
783,209,2392
769,201,2393
757,194,2394
744,184,2395
732,175,2396
722,168,2397
713,161,2398
702,154,2399
693,142,2400
684,130,2401
674,115,2402
666,103,2403
657,89,2404
648,72,2405
642,61,2406
637,60,2407
634,61,2408
629,57,2409
624,57,2410
626,58,2411
625,58,2412
621,56,2413
617,56,2414
620,47,2415
615,57,2416
626,44,2417
628,44,2418
628,45,2419
630,45,2420
628,52,2421
629,55,2422
636,57,2423
643,59,2424
650,60,2425
654,60,2426
657,60,2427
661,60,2428
663,60,2429
665,60,2430
669,60,2431
665,60,2432
660,61,2433
650,60,2434
644,55,2435
638,51,2436
634,50,2437
631,48,2438
632,61,2439
620,46,2440
621,56,2441
613,52,2442
NA,NA,2443
600,54,2444
595,55,2445
593,50,2446
598,43,2447
606,41,2448
613,41,2449
629,34,2450
634,34,2451
637,35,2452
632,42,2453
638,46,2454
647,52,2455
651,55,2456
653,57,2457
661,60,2458
666,63,2459
674,65,2460
684,68,2461
688,70,2462
697,73,2463
701,75,2464
708,77,2465
714,78,2466
725,82,2467
735,85,2468
745,87,2469
752,88,2470
760,89,2471
766,90,2472
771,91,2473
780,91,2474
787,92,2475
794,93,2476
802,93,2477
810,97,2478
817,100,2479
825,104,2480
832,107,2481
838,110,2482
844,112,2483
851,115,2484
857,117,2485
867,120,2486
871,122,2487
876,124,2488
881,126,2489
885,127,2490
892,130,2491
897,133,2492
901,134,2493
909,137,2494
917,141,2495
925,145,2496
931,147,2497
936,149,2498
942,151,2499
950,154,2500
954,156,2501
963,160,2502
970,163,2503
974,165,2504
980,167,2505
987,170,2506
997,172,2507
1004,172,2508
1012,173,2509
1020,174,2510
1030,175,2511
1039,177,2512
1047,177,2513
1053,178,2514
1056,178,2515
1057,178,2516
1058,178,2517
1061,178,2518
1061,178,2519
1060,178,2520
1061,178,2521
1062,178,2522
1061,178,2523
1061,177,2524
1062,178,2525
1062,177,2526
1060,178,2527
1061,177,2528
1061,177,2529
1063,178,2530
1061,178,2531
1062,178,2532
1061,177,2533
1060,177,2534
1061,177,2535
1060,177,2536
1058,176,2537
1057,176,2538
1056,176,2539
1059,178,2540
1063,181,2541
1067,183,2542
1069,184,2543
1069,185,2544
1070,186,2545
1073,188,2546
1076,190,2547
1076,191,2548
1078,192,2549
1079,193,2550
1079,194,2551
1082,196,2552
1085,202,2553
1085,208,2554
1086,215,2555
1087,220,2556
1089,228,2557
1091,234,2558
1093,239,2559
1094,245,2560
1097,250,2561
1100,256,2562
1106,262,2563
1111,269,2564
1115,273,2565
1119,276,2566
1125,282,2567
1128,283,2568
1131,286,2569
1134,289,2570
1139,291,2571
1144,293,2572
1147,295,2573
1151,296,2574
1148,296,2575
1150,296,2576
1150,296,2577
1154,296,2578
1155,297,2579
1157,296,2580
1160,296,2581
1157,296,2582
1156,295,2583
1158,296,2584
1161,296,2585
1206,300,2586
1206,299,2587
1207,299,2588
1160,295,2589
1160,295,2590
1161,295,2591
1209,297,2592
1210,295,2593
1212,293,2594
1214,291,2595
1219,287,2596
1226,277,2597
1219,285,2598
1219,285,2599
1219,284,2600
1218,284,2601
1217,284,2602
1218,284,2603
1218,283,2604
1219,283,2605
1217,280,2606
1216,278,2607
1218,274,2608
1218,271,2609
1219,269,2610
1221,266,2611
1221,265,2612
1221,262,2613
1224,250,2614
1215,240,2615
NA,NA,2616
1208,256,2617
1204,252,2618
1203,255,2619
1200,250,2620
1200,250,2621
1199,249,2622
1167,226,2623
1162,224,2624
1158,221,2625
1153,217,2626
1145,212,2627
1141,211,2628
1134,207,2629
1127,205,2630
1119,200,2631
1112,197,2632
1105,193,2633
1095,189,2634
1080,185,2635
1064,184,2636
1044,184,2637
1025,183,2638
1008,184,2639
994,185,2640
978,185,2641
962,185,2642
946,186,2643
930,184,2644
915,178,2645
904,173,2646
893,168,2647
884,164,2648
873,160,2649
866,157,2650
856,152,2651
847,148,2652
835,146,2653
824,147,2654
808,147,2655
795,146,2656
781,146,2657
770,146,2658
757,145,2659
744,144,2660
736,142,2661
727,141,2662
722,141,2663
720,142,2664
721,142,2665
721,144,2666
718,146,2667
712,151,2668
710,153,2669
707,156,2670
705,158,2671
703,160,2672
701,161,2673
699,164,2674
699,165,2675
695,167,2676
690,165,2677
688,157,2678
683,146,2679
675,135,2680
667,122,2681
661,108,2682
652,90,2683
643,71,2684
636,54,2685
634,60,2686
627,59,2687
621,58,2688
612,50,2689
610,50,2690
612,52,2691
613,57,2692
616,54,2693
618,52,2694
620,50,2695
621,51,2696
619,53,2697
619,54,2698
623,53,2699
627,53,2700
632,52,2701
635,52,2702
632,48,2703
624,47,2704
619,48,2705
615,53,2706
613,53,2707
611,51,2708
610,49,2709
608,50,2710
606,49,2711
602,48,2712
600,54,2713
598,56,2714
588,49,2715
584,50,2716
577,49,2717
569,45,2718
566,46,2719
569,44,2720
572,44,2721
582,36,2722
584,43,2723
590,46,2724
599,46,2725
607,43,2726
613,38,2727
615,39,2728
614,41,2729
620,39,2730
613,44,2731
608,48,2732
605,44,2733
604,48,2734
603,49,2735
600,57,2736
600,56,2737
609,53,2738
620,46,2739
621,46,2740
625,46,2741
627,48,2742
633,48,2743
638,47,2744
640,48,2745
643,48,2746
647,47,2747
647,46,2748
639,47,2749
630,46,2750
624,46,2751
621,46,2752
618,47,2753
612,47,2754
604,44,2755
598,47,2756
590,48,2757
583,48,2758
580,52,2759
574,62,2760
580,47,2761
583,45,2762
586,45,2763
591,43,2764
596,41,2765
603,40,2766
616,34,2767
620,34,2768
624,34,2769
618,39,2770
621,39,2771
626,41,2772
619,44,2773
611,50,2774
607,54,2775
603,54,2776
601,53,2777
598,50,2778
593,47,2779
590,50,2780
587,51,2781
580,50,2782
576,53,2783
571,45,2784
569,44,2785
574,40,2786
580,40,2787
587,40,2788
598,36,2789
602,38,2790
606,39,2791
609,40,2792
610,41,2793
615,40,2794
607,47,2795
604,59,2796
603,62,2797
602,55,2798
600,54,2799
599,56,2800
598,54,2801
594,62,2802
592,60,2803
593,56,2804
594,55,2805
609,44,2806
612,44,2807
615,45,2808
621,46,2809
627,47,2810
661,47,2811
663,46,2812
667,45,2813
671,43,2814
674,46,2815
675,51,2816
686,59,2817
693,66,2818
703,71,2819
704,72,2820
715,78,2821
719,80,2822
726,82,2823
731,84,2824
737,86,2825
744,89,2826
749,91,2827
756,96,2828
761,99,2829
768,102,2830
774,106,2831
779,108,2832
785,111,2833
790,114,2834
794,116,2835
801,119,2836
808,120,2837
814,125,2838
817,128,2839
819,133,2840
820,136,2841
821,137,2842
824,144,2843
824,148,2844
822,153,2845
821,158,2846
820,166,2847
820,175,2848
820,182,2849
819,191,2850
819,198,2851
819,203,2852
819,210,2853
820,214,2854
823,217,2855
826,218,2856
832,222,2857
840,227,2858
847,232,2859
855,238,2860
859,241,2861
865,246,2862
871,249,2863
876,251,2864
880,253,2865
883,255,2866
887,257,2867
891,260,2868
895,263,2869
902,267,2870
911,270,2871
920,274,2872
931,279,2873
939,284,2874
949,289,2875
954,291,2876
966,297,2877
975,303,2878
983,307,2879
988,309,2880
997,313,2881
1007,319,2882
1016,324,2883
1024,328,2884
1031,332,2885
1039,335,2886
1047,340,2887
1052,342,2888
1058,346,2889
1063,348,2890
1065,349,2891
1066,349,2892
1068,349,2893
1069,349,2894
1070,350,2895
1071,351,2896
1071,351,2897
1072,351,2898
1072,352,2899
1073,352,2900
1072,352,2901
1072,352,2902
1071,351,2903
1071,352,2904
1068,351,2905
1066,355,2906
1062,357,2907
1056,364,2908
1050,369,2909
1045,375,2910
1041,381,2911
1032,390,2912
1017,394,2913
1006,396,2914
987,402,2915
976,404,2916
963,405,2917
948,406,2918
932,407,2919
912,407,2920
899,407,2921
885,407,2922
871,409,2923
857,410,2924
846,411,2925
832,413,2926
819,415,2927
807,417,2928
795,418,2929
784,420,2930
771,421,2931
761,423,2932
750,425,2933
740,427,2934
729,429,2935
720,431,2936
711,434,2937
702,437,2938
696,440,2939
691,441,2940
683,444,2941
673,448,2942
666,451,2943
659,454,2944
653,458,2945
643,462,2946
636,465,2947
626,469,2948
616,472,2949
606,476,2950
598,479,2951
584,482,2952
574,482,2953
564,482,2954
552,483,2955
541,484,2956
530,485,2957
518,485,2958
513,486,2959
505,487,2960
494,485,2961
485,485,2962
475,485,2963
467,485,2964
459,483,2965
446,479,2966
436,476,2967
422,473,2968
412,470,2969
401,467,2970
390,464,2971
380,462,2972
371,460,2973
362,459,2974
350,457,2975
340,454,2976
334,453,2977
330,453,2978
325,453,2979
322,452,2980
319,451,2981
316,451,2982
314,451,2983
313,451,2984
310,451,2985
309,451,2986
308,450,2987
308,450,2988
306,450,2989
309,451,2990
308,450,2991
306,451,2992
301,451,2993
297,451,2994
289,449,2995
282,445,2996
277,441,2997
272,438,2998
268,434,2999
264,430,3000
259,425,3001
255,423,3002
252,420,3003
249,417,3004
247,416,3005
244,413,3006
242,411,3007
239,408,3008
237,404,3009
237,405,3010
235,404,3011
236,404,3012
237,405,3013
232,401,3014
232,402,3015
223,400,3016
216,396,3017
206,391,3018
199,387,3019
192,384,3020
186,381,3021
178,377,3022
175,376,3023
173,375,3024
169,372,3025
166,370,3026
163,369,3027
162,367,3028
163,367,3029
162,367,3030
163,368,3031
161,367,3032
163,368,3033
161,367,3034
161,363,3035
165,357,3036
173,349,3037
183,335,3038
192,321,3039
203,308,3040
214,297,3041
223,287,3042
233,276,3043
239,269,3044
239,268,3045
240,268,3046
241,267,3047
241,268,3048
243,267,3049
244,267,3050
249,263,3051
260,257,3052
277,249,3053
290,242,3054
311,232,3055
327,222,3056
343,212,3057
359,205,3058
376,195,3059
391,184,3060
408,175,3061
422,167,3062
436,160,3063
451,153,3064
466,145,3065
478,138,3066
492,128,3067
501,119,3068
511,109,3069
521,99,3070
531,91,3071
537,84,3072
545,74,3073
550,69,3074
557,61,3075
562,54,3076
568,48,3077
568,48,3078
570,44,3079
576,38,3080
581,35,3081
NA,NA,3082
NA,NA,3083
559,150,3084
566,159,3085
613,32,3086
611,33,3087
615,44,3088
616,45,3089
617,48,3090
617,63,3091
617,47,3092
617,51,3093
617,51,3094
617,48,3095
616,48,3096
615,48,3097
615,48,3098
615,49,3099
615,49,3100
614,48,3101
615,48,3102
615,49,3103
614,48,3104
613,50,3105
615,56,3106
1219,131,3107
1220,146,3108
611,66,3109
1229,130,3110
608,70,3111
608,72,3112
607,75,3113
604,75,3114
605,77,3115
599,78,3116
596,81,3117
593,83,3118
589,87,3119
583,91,3120
581,94,3121
573,99,3122
570,101,3123
565,104,3124
562,105,3125
560,107,3126
551,113,3127
548,114,3128
547,115,3129
542,117,3130
540,119,3131
536,121,3132
533,123,3133
529,125,3134
523,127,3135
513,133,3136
509,136,3137
506,137,3138
501,139,3139
498,141,3140
494,144,3141
489,147,3142
483,150,3143
477,152,3144
470,154,3145
462,156,3146
452,159,3147
448,161,3148
441,163,3149
437,165,3150
433,167,3151
428,169,3152
423,170,3153
417,172,3154
411,175,3155
406,176,3156
399,179,3157
396,180,3158
391,181,3159
388,183,3160
387,183,3161
392,183,3162
394,181,3163
399,176,3164
405,171,3165
410,166,3166
413,163,3167
416,155,3168
425,149,3169
437,144,3170
456,132,3171
476,121,3172
498,111,3173
519,97,3174
541,86,3175
564,62,3176
583,44,3177
597,34,3178
610,33,3179
616,36,3180
619,39,3181
621,41,3182
622,38,3183
619,42,3184
618,45,3185
616,43,3186
617,56,3187
616,34,3188
617,42,3189
629,35,3190
626,43,3191
628,43,3192
630,43,3193
627,50,3194
626,53,3195
633,55,3196
643,56,3197
649,56,3198
656,57,3199
662,57,3200
667,59,3201
671,59,3202
679,59,3203
686,61,3204
694,65,3205
700,67,3206
711,69,3207
720,70,3208
728,70,3209
733,71,3210
740,71,3211
749,71,3212
754,72,3213
760,72,3214
763,73,3215
769,74,3216
775,75,3217
780,75,3218
786,77,3219
794,83,3220
804,88,3221
809,92,3222
818,96,3223
826,100,3224
831,102,3225
836,105,3226
845,109,3227
850,111,3228
853,113,3229
863,118,3230
871,124,3231
878,130,3232
885,136,3233
894,141,3234
901,145,3235
909,148,3236
916,152,3237
923,156,3238
929,158,3239
935,160,3240
948,167,3241
959,174,3242
970,178,3243
981,183,3244
993,187,3245
1004,191,3246
1013,195,3247
1023,199,3248
1030,202,3249
1038,205,3250
1046,209,3251
1051,211,3252
1061,216,3253
1066,218,3254
1073,222,3255
1080,225,3256
1087,228,3257
1092,231,3258
1098,233,3259
1103,236,3260
1108,238,3261
1112,240,3262
1115,241,3263
1122,246,3264
1128,248,3265
1132,249,3266
1136,251,3267
1140,253,3268
1144,255,3269
1148,257,3270
1150,257,3271
1151,257,3272
1154,258,3273
1157,258,3274
1188,289,3275
1175,280,3276
1175,285,3277
1175,289,3278
1175,294,3279
1175,300,3280
1175,305,3281
1176,299,3282
1176,296,3283
1175,297,3284
1175,305,3285
1175,308,3286
1175,310,3287
1175,313,3288
1175,314,3289
1175,313,3290
1175,320,3291
1208,378,3292
1222,407,3293
1174,320,3294
1174,320,3295
1174,321,3296
1174,320,3297
1174,320,3298
1174,319,3299
1174,319,3300
1174,320,3301
1174,320,3302
1174,321,3303
1174,320,3304
1174,319,3305
1173,322,3306
1220,400,3307
1162,313,3308
1160,312,3309
1156,309,3310
1160,311,3311
1158,309,3312
1158,309,3313
1155,310,3314
1158,315,3315
1161,316,3316
1165,313,3317
1173,303,3318
1197,279,3319
1198,276,3320
1199,273,3321
1200,270,3322
1199,268,3323
1194,267,3324
1191,261,3325
1189,265,3326
1177,254,3327
1176,252,3328
1172,243,3329
1164,237,3330
1156,241,3331
1147,242,3332
1137,240,3333
1124,238,3334
1112,236,3335
1101,235,3336
1085,234,3337
1073,232,3338
1054,230,3339
1044,230,3340
1028,229,3341
1016,229,3342
1006,230,3343
995,231,3344
987,232,3345
978,231,3346
970,228,3347
960,223,3348
945,219,3349
934,215,3350
917,210,3351
905,206,3352
894,202,3353
884,198,3354
870,193,3355
857,189,3356
843,184,3357
832,180,3358
819,174,3359
808,167,3360
797,161,3361
785,155,3362
776,145,3363
764,135,3364
748,123,3365
732,109,3366
716,97,3367
700,84,3368
685,71,3369
676,63,3370
670,57,3371
664,53,3372
660,58,3373
650,32,3374
644,32,3375
637,33,3376
633,32,3377
638,56,3378
630,55,3379
629,58,3380
630,60,3381
629,58,3382
627,58,3383
629,59,3384
633,55,3385
635,55,3386
636,57,3387
637,58,3388
638,58,3389
638,60,3390
640,59,3391
640,62,3392
643,61,3393
645,62,3394
646,61,3395
647,61,3396
646,61,3397
649,62,3398
654,66,3399
658,71,3400
667,76,3401
675,80,3402
681,83,3403
686,85,3404
692,88,3405
699,91,3406
704,93,3407
708,95,3408
711,97,3409
714,99,3410
717,100,3411
727,102,3412
732,106,3413
736,109,3414
742,113,3415
749,116,3416
755,118,3417
764,123,3418
769,126,3419
775,128,3420
780,129,3421
787,132,3422
795,133,3423
802,135,3424
806,136,3425
811,137,3426
814,138,3427
818,140,3428
821,141,3429
823,142,3430
824,142,3431
824,143,3432
828,147,3433
826,150,3434
828,154,3435
830,161,3436
833,170,3437
835,180,3438
836,187,3439
837,197,3440
840,207,3441
842,215,3442
843,223,3443
845,229,3444
847,234,3445
847,238,3446
847,244,3447
845,249,3448
844,254,3449
843,261,3450
842,266,3451
841,274,3452
840,280,3453
839,284,3454
838,291,3455
838,293,3456
837,297,3457
836,301,3458
836,302,3459
836,307,3460
835,308,3461
834,311,3462
834,313,3463
834,313,3464
834,313,3465
834,315,3466
833,316,3467
833,316,3468
833,317,3469
833,316,3470
833,316,3471
832,315,3472
832,313,3473
832,316,3474
829,318,3475
826,317,3476
816,318,3477
807,318,3478
792,318,3479
771,320,3480
762,319,3481
750,318,3482
737,318,3483
724,316,3484
710,309,3485
700,297,3486
688,282,3487
678,269,3488
671,256,3489
664,241,3490
657,227,3491
651,216,3492
645,207,3493
640,197,3494
636,191,3495
634,187,3496
632,183,3497
629,177,3498
628,173,3499
626,171,3500
626,170,3501
624,169,3502
624,168,3503
622,167,3504
623,168,3505
622,167,3506
623,167,3507
623,168,3508
623,167,3509
622,167,3510
623,170,3511
621,174,3512
609,173,3513
601,175,3514
591,176,3515
584,175,3516
579,174,3517
571,173,3518
570,174,3519
565,165,3520
565,146,3521
565,124,3522
571,104,3523
577,74,3524
588,53,3525
602,34,3526
NA,NA,3527
620,55,3528
621,54,3529
620,55,3530
622,50,3531
621,52,3532
622,52,3533
622,53,3534
621,54,3535
622,55,3536
624,57,3537
628,58,3538
635,58,3539
643,58,3540
644,60,3541
647,59,3542
648,58,3543
648,60,3544
654,60,3545
660,65,3546
669,71,3547
683,79,3548
693,83,3549
699,86,3550
707,88,3551
717,92,3552
731,95,3553
737,98,3554
743,99,3555
750,101,3556
759,103,3557
797,114,3558
808,117,3559
816,119,3560
823,121,3561
828,123,3562
836,124,3563
845,126,3564
853,129,3565
865,133,3566
873,135,3567
880,136,3568
886,138,3569
890,139,3570
898,143,3571
903,147,3572
906,153,3573
911,156,3574
915,161,3575
919,164,3576
922,169,3577
927,173,3578
930,177,3579
934,180,3580
937,182,3581
941,184,3582
945,183,3583
952,183,3584
958,184,3585
968,186,3586
974,187,3587
983,189,3588
989,191,3589
995,192,3590
999,193,3591
1001,193,3592
1003,193,3593
1003,193,3594
1005,194,3595
1009,194,3596
1010,195,3597
1009,194,3598
1008,194,3599
1006,194,3600
1006,194,3601
1008,194,3602
1006,193,3603
999,193,3604
994,189,3605
987,182,3606
980,178,3607
974,174,3608
969,170,3609
966,167,3610
956,163,3611
947,163,3612
935,161,3613
921,158,3614
908,157,3615
894,155,3616
885,153,3617
874,152,3618
863,150,3619
853,149,3620
841,148,3621
832,148,3622
823,149,3623
814,150,3624
803,151,3625
793,151,3626
780,153,3627
768,155,3628
756,156,3629
743,157,3630
730,159,3631
715,154,3632
707,147,3633
692,133,3634
681,123,3635
669,107,3636
652,89,3637
639,68,3638
632,60,3639
619,49,3640
616,57,3641
604,46,3642
601,57,3643
594,50,3644
591,52,3645
592,53,3646
596,50,3647
603,49,3648
607,47,3649
611,46,3650
613,47,3651
613,48,3652
610,50,3653
607,52,3654
605,52,3655
603,52,3656
600,53,3657
598,54,3658
597,52,3659
595,50,3660
593,49,3661
593,49,3662
595,46,3663
602,40,3664
615,35,3665
620,34,3666
625,34,3667
629,34,3668
628,36,3669
635,34,3670
632,37,3671
629,39,3672
618,42,3673
611,45,3674
608,50,3675
607,50,3676
605,48,3677
607,57,3678
595,44,3679
591,46,3680
586,47,3681
580,48,3682
577,47,3683
579,45,3684
587,42,3685
601,36,3686
610,35,3687
610,40,3688
615,41,3689
618,41,3690
618,41,3691
615,43,3692
612,45,3693
610,45,3694
611,42,3695
607,44,3696
604,45,3697
601,48,3698
598,48,3699
596,50,3700
596,47,3701
595,47,3702
593,50,3703
591,47,3704
591,47,3705
592,50,3706
595,48,3707
598,47,3708
609,32,3709
613,31,3710
616,32,3711
619,32,3712
620,33,3713
611,33,3714
604,35,3715
601,44,3716
593,46,3717
587,48,3718
584,52,3719
584,45,3720
589,45,3721
595,44,3722
600,46,3723
602,46,3724
604,46,3725
606,45,3726
617,33,3727
619,31,3728
620,31,3729
621,31,3730
623,31,3731
626,32,3732
631,35,3733
636,37,3734
641,40,3735
642,42,3736
646,45,3737
650,46,3738
655,47,3739
658,48,3740
666,51,3741
676,57,3742
679,62,3743
684,67,3744
689,72,3745
694,77,3746
700,81,3747
704,84,3748
713,88,3749
720,92,3750
724,94,3751
727,95,3752
734,97,3753
742,100,3754
748,104,3755
760,110,3756
767,113,3757
773,116,3758
778,118,3759
784,120,3760
791,124,3761
796,125,3762
804,129,3763
811,132,3764
816,134,3765
820,136,3766
825,137,3767
829,140,3768
833,144,3769
838,147,3770
845,152,3771
853,156,3772
860,159,3773
869,165,3774
876,169,3775
881,172,3776
889,175,3777
897,181,3778
905,186,3779
915,190,3780
927,196,3781
936,202,3782
945,207,3783
954,211,3784
962,216,3785
970,220,3786
976,224,3787
984,228,3788
989,231,3789
995,233,3790
1000,236,3791
1004,239,3792
1004,238,3793
1012,242,3794
1012,241,3795
1013,242,3796
1014,242,3797
1015,243,3798
1015,243,3799
1014,244,3800
1014,243,3801
1017,243,3802
1016,243,3803
1017,243,3804
1015,242,3805
1017,242,3806
1017,240,3807
1016,237,3808
1014,234,3809
1016,231,3810
1021,225,3811
1022,222,3812
1023,218,3813
1024,216,3814
1024,211,3815
1020,207,3816
1018,204,3817
1014,197,3818
1010,189,3819
1007,184,3820
1002,176,3821
986,169,3822
979,170,3823
965,170,3824
952,168,3825
938,168,3826
923,168,3827
905,166,3828
889,165,3829
871,164,3830
855,161,3831
834,160,3832
818,162,3833
800,162,3834
783,161,3835
768,160,3836
753,158,3837
738,157,3838
727,155,3839
713,149,3840
702,140,3841
684,125,3842
675,114,3843
663,101,3844
651,88,3845
640,70,3846
635,64,3847
625,47,3848
622,48,3849
619,52,3850
615,47,3851
616,45,3852
616,55,3853
620,54,3854
622,56,3855
622,49,3856
621,51,3857
619,53,3858
619,56,3859
619,56,3860
617,54,3861
618,59,3862
617,54,3863
616,55,3864
616,56,3865
617,61,3866
616,66,3867
612,67,3868
608,69,3869
604,71,3870
594,72,3871
589,73,3872
585,74,3873
582,75,3874
577,76,3875
575,77,3876
572,78,3877
570,79,3878
565,78,3879
565,80,3880
560,82,3881
558,85,3882
551,92,3883
548,96,3884
543,100,3885
537,102,3886
531,106,3887
525,109,3888
519,111,3889
517,113,3890
511,117,3891
507,119,3892
502,121,3893
498,124,3894
493,126,3895
491,127,3896
487,129,3897
483,132,3898
480,133,3899
477,136,3900
477,139,3901
478,143,3902
479,150,3903
481,155,3904
483,157,3905
484,160,3906
486,164,3907
487,168,3908
488,170,3909
494,176,3910
501,170,3911
506,161,3912
522,149,3913
539,137,3914
550,120,3915
569,102,3916
580,87,3917
589,67,3918
598,49,3919
602,49,3920
608,47,3921
612,46,3922
614,49,3923
617,47,3924
622,43,3925
622,48,3926
628,49,3927
631,52,3928
635,53,3929
641,53,3930
645,53,3931
651,53,3932
656,52,3933
660,51,3934
663,50,3935
667,49,3936
668,47,3937
669,47,3938
672,46,3939
675,48,3940
