x,y,frame,yflip,dx,dy
183.0,335.0,3038.0,385.0,10.0,-14.0
192.0,321.0,3039.0,399.0,9.0,-14.0
203.0,308.0,3040.0,412.0,11.0,-13.0
214.0,297.0,3041.0,423.0,11.0,-11.0
223.0,287.0,3042.0,433.0,9.0,-10.0
233.0,276.0,3043.0,444.0,10.0,-11.0
239.0,269.0,3044.0,451.0,6.0,-7.0
239.0,268.0,3045.0,452.0,0.0,-1.0
240.0,268.0,3046.0,452.0,1.0,0.0
241.0,267.0,3047.0,453.0,1.0,-1.0
241.0,268.0,3048.0,452.0,0.0,1.0
243.0,267.0,3049.0,453.0,2.0,-1.0
244.0,267.0,3050.0,453.0,1.0,0.0
249.0,263.0,3051.0,457.0,5.0,-4.0
260.0,257.0,3052.0,463.0,11.0,-6.0
277.0,249.0,3053.0,471.0,17.0,-8.0
290.0,242.0,3054.0,478.0,13.0,-7.0
311.0,232.0,3055.0,488.0,21.0,-10.0
327.0,222.0,3056.0,498.0,16.0,-10.0
343.0,212.0,3057.0,508.0,16.0,-10.0
359.0,205.0,3058.0,515.0,16.0,-7.0
376.0,195.0,3059.0,525.0,17.0,-10.0
391.0,184.0,3060.0,536.0,15.0,-11.0
408.0,175.0,3061.0,545.0,17.0,-9.0
422.0,167.0,3062.0,553.0,14.0,-8.0
436.0,160.0,3063.0,560.0,14.0,-7.0
451.0,153.0,3064.0,567.0,15.0,-7.0
466.0,145.0,3065.0,575.0,15.0,-8.0
478.0,138.0,3066.0,582.0,12.0,-7.0
492.0,128.0,3067.0,592.0,14.0,-10.0
501.0,119.0,3068.0,601.0,9.0,-9.0
511.0,109.0,3069.0,611.0,10.0,-10.0
521.0,99.0,3070.0,621.0,10.0,-10.0
531.0,91.0,3071.0,629.0,10.0,-8.0
537.0,84.0,3072.0,636.0,6.0,-7.0
545.0,74.0,3073.0,646.0,8.0,-10.0
550.0,69.0,3074.0,651.0,5.0,-5.0
557.0,61.0,3075.0,659.0,7.0,-8.0
562.0,54.0,3076.0,666.0,5.0,-7.0
568.0,48.0,3077.0,672.0,6.0,-6.0
568.0,48.0,3078.0,672.0,0.0,0.0
570.0,44.0,3079.0,676.0,2.0,-4.0
576.0,38.0,3080.0,682.0,6.0,-6.0
581.0,35.0,3081.0,685.0,5.0,-3.0
573.666666667,73.3333333333,3082.0,646.666666667,-7.33333333333,38.3333333333
566.333333333,111.666666667,3083.0,608.333333333,-7.33333333333,38.3333333333
559.0,150.0,3084.0,570.0,-7.33333333333,38.3333333333
566.0,159.0,3085.0,561.0,7.0,9.0
613.0,32.0,3086.0,688.0,47.0,-127.0
611.0,33.0,3087.0,687.0,-2.0,1.0
615.0,44.0,3088.0,676.0,4.0,11.0
616.0,45.0,3089.0,675.0,1.0,1.0
617.0,48.0,3090.0,672.0,1.0,3.0
617.0,63.0,3091.0,657.0,0.0,15.0
617.0,47.0,3092.0,673.0,0.0,-16.0
617.0,51.0,3093.0,669.0,0.0,4.0
617.0,51.0,3094.0,669.0,0.0,0.0
617.0,48.0,3095.0,672.0,0.0,-3.0
616.0,48.0,3096.0,672.0,-1.0,0.0
615.0,48.0,3097.0,672.0,-1.0,0.0
615.0,48.0,3098.0,672.0,0.0,0.0
615.0,49.0,3099.0,671.0,0.0,1.0
615.0,49.0,3100.0,671.0,0.0,0.0
614.0,48.0,3101.0,672.0,-1.0,-1.0
615.0,48.0,3102.0,672.0,1.0,0.0
615.0,49.0,3103.0,671.0,0.0,1.0
614.0,48.0,3104.0,672.0,-1.0,-1.0
613.0,50.0,3105.0,670.0,-1.0,2.0
615.0,56.0,3106.0,664.0,2.0,6.0
917.5,101.0,3107.0,619.0,1.57142857143,5.57142857143
1220.0,146.0,3108.0,574.0,1.14285714286,5.14285714286
1067.0,127.5,3109.0,592.5,0.714285714286,4.71428571429
914.0,109.0,3110.0,611.0,0.285714285714,4.28571428571
761.0,90.5,3111.0,629.5,-0.142857142857,3.85714285714
608.0,72.0,3112.0,648.0,-0.571428571429,3.42857142857
607.0,75.0,3113.0,645.0,-1.0,3.0
604.0,75.0,3114.0,645.0,-3.0,0.0
605.0,77.0,3115.0,643.0,1.0,2.0
599.0,78.0,3116.0,642.0,-6.0,1.0
596.0,81.0,3117.0,639.0,-3.0,3.0
593.0,83.0,3118.0,637.0,-3.0,2.0
589.0,87.0,3119.0,633.0,-4.0,4.0
583.0,91.0,3120.0,629.0,-6.0,4.0
581.0,94.0,3121.0,626.0,-2.0,3.0
573.0,99.0,3122.0,621.0,-8.0,5.0
570.0,101.0,3123.0,619.0,-3.0,2.0
565.0,104.0,3124.0,616.0,-5.0,3.0
562.0,105.0,3125.0,615.0,-3.0,1.0
560.0,107.0,3126.0,613.0,-2.0,2.0
551.0,113.0,3127.0,607.0,-9.0,6.0
548.0,114.0,3128.0,606.0,-3.0,1.0
547.0,115.0,3129.0,605.0,-1.0,1.0
542.0,117.0,3130.0,603.0,-5.0,2.0
540.0,119.0,3131.0,601.0,-2.0,2.0
536.0,121.0,3132.0,599.0,-4.0,2.0
533.0,123.0,3133.0,597.0,-3.0,2.0
529.0,125.0,3134.0,595.0,-4.0,2.0
523.0,127.0,3135.0,593.0,-6.0,2.0
513.0,133.0,3136.0,587.0,-10.0,6.0
509.0,136.0,3137.0,584.0,-4.0,3.0
506.0,137.0,3138.0,583.0,-3.0,1.0
501.0,139.0,3139.0,581.0,-5.0,2.0
498.0,141.0,3140.0,579.0,-3.0,2.0
494.0,144.0,3141.0,576.0,-4.0,3.0
489.0,147.0,3142.0,573.0,-5.0,3.0
483.0,150.0,3143.0,570.0,-6.0,3.0
477.0,152.0,3144.0,568.0,-6.0,2.0
470.0,154.0,3145.0,566.0,-7.0,2.0
462.0,156.0,3146.0,564.0,-8.0,2.0
452.0,159.0,3147.0,561.0,-10.0,3.0
448.0,161.0,3148.0,559.0,-4.0,2.0
441.0,163.0,3149.0,557.0,-7.0,2.0
437.0,165.0,3150.0,555.0,-4.0,2.0
433.0,167.0,3151.0,553.0,-4.0,2.0
428.0,169.0,3152.0,551.0,-5.0,2.0
423.0,170.0,3153.0,550.0,-5.0,1.0
417.0,172.0,3154.0,548.0,-6.0,2.0
411.0,175.0,3155.0,545.0,-6.0,3.0
406.0,176.0,3156.0,544.0,-5.0,1.0
399.0,179.0,3157.0,541.0,-7.0,3.0
396.0,180.0,3158.0,540.0,-3.0,1.0
391.0,181.0,3159.0,539.0,-5.0,1.0
388.0,183.0,3160.0,537.0,-3.0,2.0
387.0,183.0,3161.0,537.0,-1.0,0.0
392.0,183.0,3162.0,537.0,5.0,0.0
394.0,181.0,3163.0,539.0,2.0,-2.0
399.0,176.0,3164.0,544.0,5.0,-5.0
405.0,171.0,3165.0,549.0,6.0,-5.0
410.0,166.0,3166.0,554.0,5.0,-5.0
413.0,163.0,3167.0,557.0,3.0,-3.0
416.0,155.0,3168.0,565.0,3.0,-8.0
425.0,149.0,3169.0,571.0,9.0,-6.0
437.0,144.0,3170.0,576.0,12.0,-5.0
456.0,132.0,3171.0,588.0,19.0,-12.0
476.0,121.0,3172.0,599.0,20.0,-11.0
498.0,111.0,3173.0,609.0,22.0,-10.0
519.0,97.0,3174.0,623.0,21.0,-14.0
541.0,86.0,3175.0,634.0,22.0,-11.0
564.0,62.0,3176.0,658.0,23.0,-24.0
583.0,44.0,3177.0,676.0,19.0,-18.0
597.0,34.0,3178.0,686.0,14.0,-10.0
610.0,33.0,3179.0,687.0,13.0,-1.0
616.0,36.0,3180.0,684.0,6.0,3.0
619.0,39.0,3181.0,681.0,3.0,3.0
621.0,41.0,3182.0,679.0,2.0,2.0
622.0,38.0,3183.0,682.0,1.0,-3.0
619.0,42.0,3184.0,678.0,-3.0,4.0
618.0,45.0,3185.0,675.0,-1.0,3.0
616.0,43.0,3186.0,677.0,-2.0,-2.0
617.0,56.0,3187.0,664.0,1.0,13.0
616.0,34.0,3188.0,686.0,-1.0,-22.0
617.0,42.0,3189.0,678.0,1.0,8.0
629.0,35.0,3190.0,685.0,12.0,-7.0
626.0,43.0,3191.0,677.0,-3.0,8.0
628.0,43.0,3192.0,677.0,2.0,0.0
630.0,43.0,3193.0,677.0,2.0,0.0
627.0,50.0,3194.0,670.0,-3.0,7.0
626.0,53.0,3195.0,667.0,-1.0,3.0
633.0,55.0,3196.0,665.0,7.0,2.0
643.0,56.0,3197.0,664.0,10.0,1.0
649.0,56.0,3198.0,664.0,6.0,0.0
656.0,57.0,3199.0,663.0,7.0,1.0
662.0,57.0,3200.0,663.0,6.0,0.0
667.0,59.0,3201.0,661.0,5.0,2.0
671.0,59.0,3202.0,661.0,4.0,0.0
679.0,59.0,3203.0,661.0,8.0,0.0
686.0,61.0,3204.0,659.0,7.0,2.0
694.0,65.0,3205.0,655.0,8.0,4.0
700.0,67.0,3206.0,653.0,6.0,2.0
711.0,69.0,3207.0,651.0,11.0,2.0
720.0,70.0,3208.0,650.0,9.0,1.0
728.0,70.0,3209.0,650.0,8.0,0.0
733.0,71.0,3210.0,649.0,5.0,1.0
740.0,71.0,3211.0,649.0,7.0,0.0
749.0,71.0,3212.0,649.0,9.0,0.0
754.0,72.0,3213.0,648.0,5.0,1.0
760.0,72.0,3214.0,648.0,6.0,0.0
763.0,73.0,3215.0,647.0,3.0,1.0
769.0,74.0,3216.0,646.0,6.0,1.0
775.0,75.0,3217.0,645.0,6.0,1.0
780.0,75.0,3218.0,645.0,5.0,0.0
786.0,77.0,3219.0,643.0,6.0,2.0
794.0,83.0,3220.0,637.0,8.0,6.0
804.0,88.0,3221.0,632.0,10.0,5.0
809.0,92.0,3222.0,628.0,5.0,4.0
818.0,96.0,3223.0,624.0,9.0,4.0
826.0,100.0,3224.0,620.0,8.0,4.0
831.0,102.0,3225.0,618.0,5.0,2.0
836.0,105.0,3226.0,615.0,5.0,3.0
845.0,109.0,3227.0,611.0,9.0,4.0
850.0,111.0,3228.0,609.0,5.0,2.0
853.0,113.0,3229.0,607.0,3.0,2.0
863.0,118.0,3230.0,602.0,10.0,5.0
871.0,124.0,3231.0,596.0,8.0,6.0
878.0,130.0,3232.0,590.0,7.0,6.0
885.0,136.0,3233.0,584.0,7.0,6.0
894.0,141.0,3234.0,579.0,9.0,5.0
901.0,145.0,3235.0,575.0,7.0,4.0
909.0,148.0,3236.0,572.0,8.0,3.0
916.0,152.0,3237.0,568.0,7.0,4.0
923.0,156.0,3238.0,564.0,7.0,4.0
929.0,158.0,3239.0,562.0,6.0,2.0
935.0,160.0,3240.0,560.0,6.0,2.0
948.0,167.0,3241.0,553.0,13.0,7.0
959.0,174.0,3242.0,546.0,11.0,7.0
970.0,178.0,3243.0,542.0,11.0,4.0
981.0,183.0,3244.0,537.0,11.0,5.0
993.0,187.0,3245.0,533.0,12.0,4.0
1004.0,191.0,3246.0,529.0,11.0,4.0
1013.0,195.0,3247.0,525.0,9.0,4.0
1023.0,199.0,3248.0,521.0,10.0,4.0
1030.0,202.0,3249.0,518.0,7.0,3.0
1038.0,205.0,3250.0,515.0,8.0,3.0
1046.0,209.0,3251.0,511.0,8.0,4.0
1051.0,211.0,3252.0,509.0,5.0,2.0
1061.0,216.0,3253.0,504.0,10.0,5.0
1066.0,218.0,3254.0,502.0,5.0,2.0
1073.0,222.0,3255.0,498.0,7.0,4.0
1080.0,225.0,3256.0,495.0,7.0,3.0
1087.0,228.0,3257.0,492.0,7.0,3.0
1092.0,231.0,3258.0,489.0,5.0,3.0
1098.0,233.0,3259.0,487.0,6.0,2.0
1103.0,236.0,3260.0,484.0,5.0,3.0
1108.0,238.0,3261.0,482.0,5.0,2.0
1112.0,240.0,3262.0,480.0,4.0,2.0
1115.0,241.0,3263.0,479.0,3.0,1.0
1122.0,246.0,3264.0,474.0,7.0,5.0
1128.0,248.0,3265.0,472.0,6.0,2.0
1132.0,249.0,3266.0,471.0,4.0,1.0
1136.0,251.0,3267.0,469.0,4.0,2.0
1140.0,253.0,3268.0,467.0,4.0,2.0
1144.0,255.0,3269.0,465.0,4.0,2.0
1148.0,257.0,3270.0,463.0,4.0,2.0
1150.0,257.0,3271.0,463.0,2.0,0.0
1151.0,257.0,3272.0,463.0,1.0,0.0
1154.0,258.0,3273.0,462.0,3.0,1.0
1157.0,258.0,3274.0,462.0,3.0,0.0
1188.0,289.0,3275.0,431.0,31.0,31.0
1175.0,280.0,3276.0,440.0,-13.0,-9.0
1175.0,285.0,3277.0,435.0,0.0,5.0
1175.0,289.0,3278.0,431.0,0.0,4.0
1175.0,294.0,3279.0,426.0,0.0,5.0
1175.0,300.0,3280.0,420.0,0.0,6.0
1175.0,305.0,3281.0,415.0,0.0,5.0
1176.0,299.0,3282.0,421.0,1.0,-6.0
1176.0,296.0,3283.0,424.0,0.0,-3.0
1175.0,297.0,3284.0,423.0,-1.0,1.0
1175.0,305.0,3285.0,415.0,0.0,8.0
1175.0,308.0,3286.0,412.0,0.0,3.0
1175.0,310.0,3287.0,410.0,0.0,2.0
1175.0,313.0,3288.0,407.0,0.0,3.0
1175.0,314.0,3289.0,406.0,0.0,1.0
1175.0,313.0,3290.0,407.0,0.0,-1.0
1175.0,320.0,3291.0,400.0,0.0,7.0
1208.0,378.0,3292.0,342.0,33.0,58.0
1222.0,407.0,3293.0,313.0,14.0,29.0
1174.0,320.0,3294.0,400.0,-48.0,-87.0
1174.0,320.0,3295.0,400.0,0.0,0.0
1174.0,321.0,3296.0,399.0,0.0,1.0
1174.0,320.0,3297.0,400.0,0.0,-1.0
1174.0,320.0,3298.0,400.0,0.0,0.0
1174.0,319.0,3299.0,401.0,0.0,-1.0
1174.0,319.0,3300.0,401.0,0.0,0.0
1174.0,320.0,3301.0,400.0,0.0,1.0
1174.0,320.0,3302.0,400.0,0.0,0.0
1174.0,321.0,3303.0,399.0,0.0,1.0
1174.0,320.0,3304.0,400.0,0.0,-1.0
1174.0,319.0,3305.0,401.0,0.0,-1.0
1173.0,322.0,3306.0,398.0,-1.0,3.0
1220.0,400.0,3307.0,320.0,47.0,78.0
1162.0,313.0,3308.0,407.0,-58.0,-87.0
1160.0,312.0,3309.0,408.0,-2.0,-1.0
1156.0,309.0,3310.0,411.0,-4.0,-3.0
1160.0,311.0,3311.0,409.0,4.0,2.0
1158.0,309.0,3312.0,411.0,-2.0,-2.0
1158.0,309.0,3313.0,411.0,0.0,0.0
1155.0,310.0,3314.0,410.0,-3.0,1.0
1158.0,315.0,3315.0,405.0,3.0,5.0
1161.0,316.0,3316.0,404.0,3.0,1.0
1165.0,313.0,3317.0,407.0,4.0,-3.0
1173.0,303.0,3318.0,417.0,8.0,-10.0
1197.0,279.0,3319.0,441.0,24.0,-24.0
1198.0,276.0,3320.0,444.0,1.0,-3.0
1199.0,273.0,3321.0,447.0,1.0,-3.0
1200.0,270.0,3322.0,450.0,1.0,-3.0
1199.0,268.0,3323.0,452.0,-1.0,-2.0
1194.0,267.0,3324.0,453.0,-5.0,-1.0
1191.0,261.0,3325.0,459.0,-3.0,-6.0
1189.0,265.0,3326.0,455.0,-2.0,4.0
1177.0,254.0,3327.0,466.0,-12.0,-11.0
1176.0,252.0,3328.0,468.0,-1.0,-2.0
1172.0,243.0,3329.0,477.0,-4.0,-9.0
1164.0,237.0,3330.0,483.0,-8.0,-6.0
1156.0,241.0,3331.0,479.0,-8.0,4.0
1147.0,242.0,3332.0,478.0,-9.0,1.0
1137.0,240.0,3333.0,480.0,-10.0,-2.0
1124.0,238.0,3334.0,482.0,-13.0,-2.0
1112.0,236.0,3335.0,484.0,-12.0,-2.0
1101.0,235.0,3336.0,485.0,-11.0,-1.0
1085.0,234.0,3337.0,486.0,-16.0,-1.0
1073.0,232.0,3338.0,488.0,-12.0,-2.0
1054.0,230.0,3339.0,490.0,-19.0,-2.0
1044.0,230.0,3340.0,490.0,-10.0,0.0
1028.0,229.0,3341.0,491.0,-16.0,-1.0
1016.0,229.0,3342.0,491.0,-12.0,0.0
1006.0,230.0,3343.0,490.0,-10.0,1.0
995.0,231.0,3344.0,489.0,-11.0,1.0
987.0,232.0,3345.0,488.0,-8.0,1.0
978.0,231.0,3346.0,489.0,-9.0,-1.0
970.0,228.0,3347.0,492.0,-8.0,-3.0
960.0,223.0,3348.0,497.0,-10.0,-5.0
945.0,219.0,3349.0,501.0,-15.0,-4.0
934.0,215.0,3350.0,505.0,-11.0,-4.0
917.0,210.0,3351.0,510.0,-17.0,-5.0
905.0,206.0,3352.0,514.0,-12.0,-4.0
894.0,202.0,3353.0,518.0,-11.0,-4.0
884.0,198.0,3354.0,522.0,-10.0,-4.0
870.0,193.0,3355.0,527.0,-14.0,-5.0
857.0,189.0,3356.0,531.0,-13.0,-4.0
843.0,184.0,3357.0,536.0,-14.0,-5.0
832.0,180.0,3358.0,540.0,-11.0,-4.0
819.0,174.0,3359.0,546.0,-13.0,-6.0
808.0,167.0,3360.0,553.0,-11.0,-7.0
797.0,161.0,3361.0,559.0,-11.0,-6.0
785.0,155.0,3362.0,565.0,-12.0,-6.0
776.0,145.0,3363.0,575.0,-9.0,-10.0
764.0,135.0,3364.0,585.0,-12.0,-10.0
748.0,123.0,3365.0,597.0,-16.0,-12.0
732.0,109.0,3366.0,611.0,-16.0,-14.0
716.0,97.0,3367.0,623.0,-16.0,-12.0
700.0,84.0,3368.0,636.0,-16.0,-13.0
685.0,71.0,3369.0,649.0,-15.0,-13.0
676.0,63.0,3370.0,657.0,-9.0,-8.0
670.0,57.0,3371.0,663.0,-6.0,-6.0
664.0,53.0,3372.0,667.0,-6.0,-4.0
660.0,58.0,3373.0,662.0,-4.0,5.0
650.0,32.0,3374.0,688.0,-10.0,-26.0
644.0,32.0,3375.0,688.0,-6.0,0.0
637.0,33.0,3376.0,687.0,-7.0,1.0
633.0,32.0,3377.0,688.0,-4.0,-1.0
638.0,56.0,3378.0,664.0,5.0,24.0
630.0,55.0,3379.0,665.0,-8.0,-1.0
629.0,58.0,3380.0,662.0,-1.0,3.0
630.0,60.0,3381.0,660.0,1.0,2.0
629.0,58.0,3382.0,662.0,-1.0,-2.0
627.0,58.0,3383.0,662.0,-2.0,0.0
629.0,59.0,3384.0,661.0,2.0,1.0
633.0,55.0,3385.0,665.0,4.0,-4.0
635.0,55.0,3386.0,665.0,2.0,0.0
636.0,57.0,3387.0,663.0,1.0,2.0
637.0,58.0,3388.0,662.0,1.0,1.0
638.0,58.0,3389.0,662.0,1.0,0.0
638.0,60.0,3390.0,660.0,0.0,2.0
640.0,59.0,3391.0,661.0,2.0,-1.0
640.0,62.0,3392.0,658.0,0.0,3.0
643.0,61.0,3393.0,659.0,3.0,-1.0
645.0,62.0,3394.0,658.0,2.0,1.0
646.0,61.0,3395.0,659.0,1.0,-1.0
647.0,61.0,3396.0,659.0,1.0,0.0
646.0,61.0,3397.0,659.0,-1.0,0.0
649.0,62.0,3398.0,658.0,3.0,1.0
654.0,66.0,3399.0,654.0,5.0,4.0
658.0,71.0,3400.0,649.0,4.0,5.0
667.0,76.0,3401.0,644.0,9.0,5.0
675.0,80.0,3402.0,640.0,8.0,4.0
681.0,83.0,3403.0,637.0,6.0,3.0
686.0,85.0,3404.0,635.0,5.0,2.0
692.0,88.0,3405.0,632.0,6.0,3.0
699.0,91.0,3406.0,629.0,7.0,3.0
704.0,93.0,3407.0,627.0,5.0,2.0
708.0,95.0,3408.0,625.0,4.0,2.0
711.0,97.0,3409.0,623.0,3.0,2.0
714.0,99.0,3410.0,621.0,3.0,2.0
717.0,100.0,3411.0,620.0,3.0,1.0
727.0,102.0,3412.0,618.0,10.0,2.0
732.0,106.0,3413.0,614.0,5.0,4.0
736.0,109.0,3414.0,611.0,4.0,3.0
742.0,113.0,3415.0,607.0,6.0,4.0
749.0,116.0,3416.0,604.0,7.0,3.0
755.0,118.0,3417.0,602.0,6.0,2.0
764.0,123.0,3418.0,597.0,9.0,5.0
769.0,126.0,3419.0,594.0,5.0,3.0
775.0,128.0,3420.0,592.0,6.0,2.0
780.0,129.0,3421.0,591.0,5.0,1.0
787.0,132.0,3422.0,588.0,7.0,3.0
795.0,133.0,3423.0,587.0,8.0,1.0
802.0,135.0,3424.0,585.0,7.0,2.0
806.0,136.0,3425.0,584.0,4.0,1.0
811.0,137.0,3426.0,583.0,5.0,1.0
814.0,138.0,3427.0,582.0,3.0,1.0
818.0,140.0,3428.0,580.0,4.0,2.0
821.0,141.0,3429.0,579.0,3.0,1.0
823.0,142.0,3430.0,578.0,2.0,1.0
824.0,142.0,3431.0,578.0,1.0,0.0
824.0,143.0,3432.0,577.0,0.0,1.0
828.0,147.0,3433.0,573.0,4.0,4.0
826.0,150.0,3434.0,570.0,-2.0,3.0
828.0,154.0,3435.0,566.0,2.0,4.0
830.0,161.0,3436.0,559.0,2.0,7.0
833.0,170.0,3437.0,550.0,3.0,9.0
835.0,180.0,3438.0,540.0,2.0,10.0
836.0,187.0,3439.0,533.0,1.0,7.0
837.0,197.0,3440.0,523.0,1.0,10.0
840.0,207.0,3441.0,513.0,3.0,10.0
842.0,215.0,3442.0,505.0,2.0,8.0
843.0,223.0,3443.0,497.0,1.0,8.0
845.0,229.0,3444.0,491.0,2.0,6.0
847.0,234.0,3445.0,486.0,2.0,5.0
847.0,238.0,3446.0,482.0,0.0,4.0
847.0,244.0,3447.0,476.0,0.0,6.0
845.0,249.0,3448.0,471.0,-2.0,5.0
844.0,254.0,3449.0,466.0,-1.0,5.0
843.0,261.0,3450.0,459.0,-1.0,7.0
842.0,266.0,3451.0,454.0,-1.0,5.0
841.0,274.0,3452.0,446.0,-1.0,8.0
840.0,280.0,3453.0,440.0,-1.0,6.0
839.0,284.0,3454.0,436.0,-1.0,4.0
838.0,291.0,3455.0,429.0,-1.0,7.0
838.0,293.0,3456.0,427.0,0.0,2.0
837.0,297.0,3457.0,423.0,-1.0,4.0
836.0,301.0,3458.0,419.0,-1.0,4.0
836.0,302.0,3459.0,418.0,0.0,1.0
836.0,307.0,3460.0,413.0,0.0,5.0
835.0,308.0,3461.0,412.0,-1.0,1.0
834.0,311.0,3462.0,409.0,-1.0,3.0
834.0,313.0,3463.0,407.0,0.0,2.0
834.0,313.0,3464.0,407.0,0.0,0.0
834.0,313.0,3465.0,407.0,0.0,0.0
834.0,315.0,3466.0,405.0,0.0,2.0
833.0,316.0,3467.0,404.0,-1.0,1.0
833.0,316.0,3468.0,404.0,0.0,0.0
833.0,317.0,3469.0,403.0,0.0,1.0
833.0,316.0,3470.0,404.0,0.0,-1.0
833.0,316.0,3471.0,404.0,0.0,0.0
832.0,315.0,3472.0,405.0,-1.0,-1.0
832.0,313.0,3473.0,407.0,0.0,-2.0
832.0,316.0,3474.0,404.0,0.0,3.0
829.0,318.0,3475.0,402.0,-3.0,2.0
826.0,317.0,3476.0,403.0,-3.0,-1.0
816.0,318.0,3477.0,402.0,-10.0,1.0
807.0,318.0,3478.0,402.0,-9.0,0.0
792.0,318.0,3479.0,402.0,-15.0,0.0
771.0,320.0,3480.0,400.0,-21.0,2.0
762.0,319.0,3481.0,401.0,-9.0,-1.0
750.0,318.0,3482.0,402.0,-12.0,-1.0
737.0,318.0,3483.0,402.0,-13.0,0.0
724.0,316.0,3484.0,404.0,-13.0,-2.0
710.0,309.0,3485.0,411.0,-14.0,-7.0
700.0,297.0,3486.0,423.0,-10.0,-12.0
688.0,282.0,3487.0,438.0,-12.0,-15.0
678.0,269.0,3488.0,451.0,-10.0,-13.0
671.0,256.0,3489.0,464.0,-7.0,-13.0
664.0,241.0,3490.0,479.0,-7.0,-15.0
657.0,227.0,3491.0,493.0,-7.0,-14.0
651.0,216.0,3492.0,504.0,-6.0,-11.0
645.0,207.0,3493.0,513.0,-6.0,-9.0
640.0,197.0,3494.0,523.0,-5.0,-10.0
636.0,191.0,3495.0,529.0,-4.0,-6.0
634.0,187.0,3496.0,533.0,-2.0,-4.0
632.0,183.0,3497.0,537.0,-2.0,-4.0
629.0,177.0,3498.0,543.0,-3.0,-6.0
628.0,173.0,3499.0,547.0,-1.0,-4.0
626.0,171.0,3500.0,549.0,-2.0,-2.0
626.0,170.0,3501.0,550.0,0.0,-1.0
624.0,169.0,3502.0,551.0,-2.0,-1.0
624.0,168.0,3503.0,552.0,0.0,-1.0
622.0,167.0,3504.0,553.0,-2.0,-1.0
623.0,168.0,3505.0,552.0,1.0,1.0
622.0,167.0,3506.0,553.0,-1.0,-1.0
623.0,167.0,3507.0,553.0,1.0,0.0
623.0,168.0,3508.0,552.0,0.0,1.0
623.0,167.0,3509.0,553.0,0.0,-1.0
622.0,167.0,3510.0,553.0,-1.0,0.0
623.0,170.0,3511.0,550.0,1.0,3.0
621.0,174.0,3512.0,546.0,-2.0,4.0
609.0,173.0,3513.0,547.0,-12.0,-1.0
601.0,175.0,3514.0,545.0,-8.0,2.0
591.0,176.0,3515.0,544.0,-10.0,1.0
584.0,175.0,3516.0,545.0,-7.0,-1.0
579.0,174.0,3517.0,546.0,-5.0,-1.0
571.0,173.0,3518.0,547.0,-8.0,-1.0
570.0,174.0,3519.0,546.0,-1.0,1.0
565.0,165.0,3520.0,555.0,-5.0,-9.0
565.0,146.0,3521.0,574.0,0.0,-19.0
565.0,124.0,3522.0,596.0,0.0,-22.0
571.0,104.0,3523.0,616.0,6.0,-20.0
577.0,74.0,3524.0,646.0,6.0,-30.0
588.0,53.0,3525.0,667.0,11.0,-21.0
602.0,34.0,3526.0,686.0,14.0,-19.0
611.0,44.5,3527.0,675.5,9.0,10.5
620.0,55.0,3528.0,665.0,9.0,10.5
621.0,54.0,3529.0,666.0,1.0,-1.0
620.0,55.0,3530.0,665.0,-1.0,1.0
622.0,50.0,3531.0,670.0,2.0,-5.0
621.0,52.0,3532.0,668.0,-1.0,2.0
622.0,52.0,3533.0,668.0,1.0,0.0
622.0,53.0,3534.0,667.0,0.0,1.0
621.0,54.0,3535.0,666.0,-1.0,1.0
622.0,55.0,3536.0,665.0,1.0,1.0
624.0,57.0,3537.0,663.0,2.0,2.0
628.0,58.0,3538.0,662.0,4.0,1.0
635.0,58.0,3539.0,662.0,7.0,0.0
643.0,58.0,3540.0,662.0,8.0,0.0
644.0,60.0,3541.0,660.0,1.0,2.0
647.0,59.0,3542.0,661.0,3.0,-1.0
648.0,58.0,3543.0,662.0,1.0,-1.0
648.0,60.0,3544.0,660.0,0.0,2.0
654.0,60.0,3545.0,660.0,6.0,0.0
660.0,65.0,3546.0,655.0,6.0,5.0
669.0,71.0,3547.0,649.0,9.0,6.0
683.0,79.0,3548.0,641.0,14.0,8.0
693.0,83.0,3549.0,637.0,10.0,4.0
699.0,86.0,3550.0,634.0,6.0,3.0
707.0,88.0,3551.0,632.0,8.0,2.0
717.0,92.0,3552.0,628.0,10.0,4.0
731.0,95.0,3553.0,625.0,14.0,3.0
737.0,98.0,3554.0,622.0,6.0,3.0
743.0,99.0,3555.0,621.0,6.0,1.0
750.0,101.0,3556.0,619.0,7.0,2.0
759.0,103.0,3557.0,617.0,9.0,2.0
797.0,114.0,3558.0,606.0,38.0,11.0
808.0,117.0,3559.0,603.0,11.0,3.0
816.0,119.0,3560.0,601.0,8.0,2.0
823.0,121.0,3561.0,599.0,7.0,2.0
828.0,123.0,3562.0,597.0,5.0,2.0
836.0,124.0,3563.0,596.0,8.0,1.0
845.0,126.0,3564.0,594.0,9.0,2.0
853.0,129.0,3565.0,591.0,8.0,3.0
865.0,133.0,3566.0,587.0,12.0,4.0
873.0,135.0,3567.0,585.0,8.0,2.0
880.0,136.0,3568.0,584.0,7.0,1.0
886.0,138.0,3569.0,582.0,6.0,2.0
890.0,139.0,3570.0,581.0,4.0,1.0
898.0,143.0,3571.0,577.0,8.0,4.0
903.0,147.0,3572.0,573.0,5.0,4.0
906.0,153.0,3573.0,567.0,3.0,6.0
911.0,156.0,3574.0,564.0,5.0,3.0
