x,y,frame,yflip,dx,dy
1247.0,153.0,0.0,567.0,,
1096.5,282.0,1.0,438.0,,
946.0,411.0,2.0,309.0,,
947.0,412.0,3.0,308.0,1.0,1.0
947.0,411.0,4.0,309.0,0.0,-1.0
948.0,411.0,5.0,309.0,1.0,0.0
946.0,412.0,6.0,308.0,-2.0,1.0
944.0,412.0,7.0,308.0,-2.0,0.0
934.0,412.0,8.0,308.0,-10.0,0.0
920.0,409.0,9.0,311.0,-14.0,-3.0
903.0,408.0,10.0,312.0,-17.0,-1.0
885.0,404.0,11.0,316.0,-18.0,-4.0
866.0,402.0,12.0,318.0,-19.0,-2.0
846.0,399.0,13.0,321.0,-20.0,-3.0
823.0,396.0,14.0,324.0,-23.0,-3.0
802.0,393.0,15.0,327.0,-21.0,-3.0
781.0,390.0,16.0,330.0,-21.0,-3.0
764.0,387.0,17.0,333.0,-17.0,-3.0
746.0,384.0,18.0,336.0,-18.0,-3.0
730.0,382.0,19.0,338.0,-16.0,-2.0
711.0,379.0,20.0,341.0,-19.0,-3.0
698.0,376.0,21.0,344.0,-13.0,-3.0
683.0,374.0,22.0,346.0,-15.0,-2.0
668.0,371.0,23.0,349.0,-15.0,-3.0
653.0,368.0,24.0,352.0,-15.0,-3.0
641.0,367.0,25.0,353.0,-12.0,-1.0
627.0,364.0,26.0,356.0,-14.0,-3.0
615.0,362.0,27.0,358.0,-12.0,-2.0
606.0,360.0,28.0,360.0,-9.0,-2.0
602.0,361.0,29.0,359.0,-4.0,1.0
598.0,361.0,30.0,359.0,-4.0,0.0
593.0,361.0,31.0,359.0,-5.0,0.0
588.0,361.0,32.0,359.0,-5.0,0.0
582.0,361.0,33.0,359.0,-6.0,0.0
570.0,360.0,34.0,360.0,-12.0,-1.0
561.0,360.0,35.0,360.0,-9.0,0.0
551.0,360.0,36.0,360.0,-10.0,0.0
542.0,360.0,37.0,360.0,-9.0,0.0
532.0,359.0,38.0,361.0,-10.0,-1.0
522.0,358.0,39.0,362.0,-10.0,-1.0
513.0,357.0,40.0,363.0,-9.0,-1.0
505.0,357.0,41.0,363.0,-8.0,0.0
496.0,356.0,42.0,364.0,-9.0,-1.0
487.0,355.0,43.0,365.0,-9.0,-1.0
480.0,354.0,44.0,366.0,-7.0,-1.0
474.0,354.0,45.0,366.0,-6.0,0.0
464.0,353.0,46.0,367.0,-10.0,-1.0
461.0,354.0,47.0,366.0,-3.0,1.0
453.0,354.0,48.0,366.0,-8.0,0.0
443.0,354.0,49.0,366.0,-10.0,0.0
433.0,354.0,50.0,366.0,-10.0,0.0
426.0,354.0,51.0,366.0,-7.0,0.0
420.0,355.0,52.0,365.0,-6.0,1.0
407.0,355.0,53.0,365.0,-13.0,0.0
399.0,356.0,54.0,364.0,-8.0,1.0
390.0,356.0,55.0,364.0,-9.0,0.0
381.0,357.0,56.0,363.0,-9.0,1.0
369.0,358.0,57.0,362.0,-12.0,1.0
361.0,358.0,58.0,362.0,-8.0,0.0
348.0,359.0,59.0,361.0,-13.0,1.0
337.0,360.0,60.0,360.0,-11.0,1.0
332.0,360.0,61.0,360.0,-5.0,0.0
324.0,361.0,62.0,359.0,-8.0,1.0
316.0,362.0,63.0,358.0,-8.0,1.0
307.0,362.0,64.0,358.0,-9.0,0.0
299.0,363.0,65.0,357.0,-8.0,1.0
290.0,363.0,66.0,357.0,-9.0,0.0
283.0,364.0,67.0,356.0,-7.0,1.0
278.0,366.0,68.0,354.0,-5.0,2.0
271.0,367.0,69.0,353.0,-7.0,1.0
262.0,370.0,70.0,350.0,-9.0,3.0
258.0,371.0,71.0,349.0,-4.0,1.0
249.0,373.0,72.0,347.0,-9.0,2.0
244.0,374.0,73.0,346.0,-5.0,1.0
237.0,376.0,74.0,344.0,-7.0,2.0
231.0,378.0,75.0,342.0,-6.0,2.0
226.0,380.0,76.0,340.0,-5.0,2.0
221.0,382.0,77.0,338.0,-5.0,2.0
216.0,384.0,78.0,336.0,-5.0,2.0
209.0,388.0,79.0,332.0,-7.0,4.0
202.0,391.0,80.0,329.0,-7.0,3.0
195.0,394.0,81.0,326.0,-7.0,3.0
190.0,396.0,82.0,324.0,-5.0,2.0
186.0,398.0,83.0,322.0,-4.0,2.0
186.0,398.0,84.0,322.0,0.0,0.0
188.0,398.0,85.0,322.0,2.0,0.0
186.0,399.0,86.0,321.0,-2.0,1.0
187.0,399.0,87.0,321.0,1.0,0.0
184.0,401.0,88.0,319.0,-3.0,2.0
187.0,400.0,89.0,320.0,3.0,-1.0
187.0,400.0,90.0,320.0,0.0,0.0
188.0,400.0,91.0,320.0,1.0,0.0
188.0,400.0,92.0,320.0,0.0,0.0
187.0,401.0,93.0,319.0,-1.0,1.0
188.0,400.0,94.0,320.0,1.0,-1.0
187.0,401.0,95.0,319.0,-1.0,1.0
186.0,401.0,96.0,319.0,-1.0,0.0
188.0,401.0,97.0,319.0,2.0,0.0
187.0,401.0,98.0,319.0,-1.0,0.0
187.0,400.0,99.0,320.0,0.0,-1.0
188.0,401.0,100.0,319.0,1.0,1.0
189.0,401.0,101.0,319.0,1.0,0.0
188.0,401.0,102.0,319.0,-1.0,0.0
188.0,401.0,103.0,319.0,0.0,0.0
190.0,401.0,104.0,319.0,2.0,0.0
186.0,403.0,105.0,317.0,-4.0,2.0
181.0,408.0,106.0,312.0,-5.0,5.0
180.0,413.0,107.0,307.0,-1.0,5.0
178.0,418.0,108.0,302.0,-2.0,5.0
176.0,422.0,109.0,298.0,-2.0,4.0
176.0,425.0,110.0,295.0,0.0,3.0
177.0,427.0,111.0,293.0,1.0,2.0
175.0,431.0,112.0,289.0,-2.0,4.0
178.0,434.0,113.0,286.0,3.0,3.0
181.0,437.0,114.0,283.0,3.0,3.0
185.0,442.0,115.0,278.0,4.0,5.0
189.0,446.0,116.0,274.0,4.0,4.0
194.0,452.0,117.0,268.0,5.0,6.0
198.0,455.0,118.0,265.0,4.0,3.0
204.0,462.0,119.0,258.0,6.0,7.0
208.0,468.0,120.0,252.0,4.0,6.0
215.0,474.0,121.0,246.0,7.0,6.0
220.0,480.0,122.0,240.0,5.0,6.0
229.0,483.0,123.0,237.0,9.0,3.0
249.0,484.0,124.0,236.0,20.0,1.0
265.0,483.0,125.0,237.0,16.0,-1.0
278.0,483.0,126.0,237.0,13.0,0.0
292.0,483.0,127.0,237.0,14.0,0.0
303.0,483.0,128.0,237.0,11.0,0.0
314.0,481.0,129.0,239.0,11.0,-2.0
323.0,477.0,130.0,243.0,9.0,-4.0
344.0,472.0,131.0,248.0,21.0,-5.0
366.0,466.0,132.0,254.0,22.0,-6.0
384.0,461.0,133.0,259.0,18.0,-5.0
405.0,459.0,134.0,261.0,21.0,-2.0
421.0,458.0,135.0,262.0,16.0,-1.0
433.0,458.0,136.0,262.0,12.0,0.0
453.0,459.0,137.0,261.0,20.0,1.0
464.0,458.0,138.0,262.0,11.0,-1.0
485.0,459.0,139.0,261.0,21.0,1.0
494.0,458.0,140.0,262.0,9.0,-1.0
506.0,458.0,141.0,262.0,12.0,0.0
516.0,458.0,142.0,262.0,10.0,0.0
526.0,459.0,143.0,261.0,10.0,1.0
541.0,458.0,144.0,262.0,15.0,-1.0
551.0,457.0,145.0,263.0,10.0,-1.0
560.0,457.0,146.0,263.0,9.0,0.0
570.0,457.0,147.0,263.0,10.0,0.0
575.0,456.0,148.0,264.0,5.0,-1.0
585.0,456.0,149.0,264.0,10.0,0.0
590.0,456.0,150.0,264.0,5.0,0.0
597.0,456.0,151.0,264.0,7.0,0.0
609.0,452.0,152.0,268.0,12.0,-4.0
621.0,446.0,153.0,274.0,12.0,-6.0
636.0,442.0,154.0,278.0,15.0,-4.0
652.0,439.0,155.0,281.0,16.0,-3.0
667.0,434.0,156.0,286.0,15.0,-5.0
678.0,431.0,157.0,289.0,11.0,-3.0
692.0,428.0,158.0,292.0,14.0,-3.0
701.0,427.0,159.0,293.0,9.0,-1.0
719.0,422.0,160.0,298.0,18.0,-5.0
730.0,420.0,161.0,300.0,11.0,-2.0
746.0,418.0,162.0,302.0,16.0,-2.0
757.0,416.0,163.0,304.0,11.0,-2.0
774.0,413.0,164.0,307.0,17.0,-3.0
781.0,412.0,165.0,308.0,7.0,-1.0
792.0,411.0,166.0,309.0,11.0,-1.0
804.0,410.0,167.0,310.0,12.0,-1.0
817.0,408.0,168.0,312.0,13.0,-2.0
828.0,406.0,169.0,314.0,11.0,-2.0
837.0,405.0,170.0,315.0,9.0,-1.0
844.0,404.0,171.0,316.0,7.0,-1.0
855.0,403.0,172.0,317.0,11.0,-1.0
863.0,402.0,173.0,318.0,8.0,-1.0
871.0,402.0,174.0,318.0,8.0,0.0
879.0,401.0,175.0,319.0,8.0,-1.0
887.0,401.0,176.0,319.0,8.0,0.0
895.0,401.0,177.0,319.0,8.0,0.0
904.0,401.0,178.0,319.0,9.0,0.0
911.0,400.0,179.0,320.0,7.0,-1.0
916.0,400.0,180.0,320.0,5.0,0.0
922.0,399.0,181.0,321.0,6.0,-1.0
929.0,399.0,182.0,321.0,7.0,0.0
935.0,398.0,183.0,322.0,6.0,-1.0
939.0,398.0,184.0,322.0,4.0,0.0
946.0,397.0,185.0,323.0,7.0,-1.0
951.0,396.0,186.0,324.0,5.0,-1.0
958.0,396.0,187.0,324.0,7.0,0.0
962.0,395.0,188.0,325.0,4.0,-1.0
972.0,394.0,189.0,326.0,10.0,-1.0
979.0,393.0,190.0,327.0,7.0,-1.0
986.0,392.0,191.0,328.0,7.0,-1.0
994.0,391.0,192.0,329.0,8.0,-1.0
1002.0,390.0,193.0,330.0,8.0,-1.0
1007.0,389.0,194.0,331.0,5.0,-1.0
1015.0,388.0,195.0,332.0,8.0,-1.0
1020.0,387.0,196.0,333.0,5.0,-1.0
1026.0,386.0,197.0,334.0,6.0,-1.0
1034.0,384.0,198.0,336.0,8.0,-2.0
1040.0,382.0,199.0,338.0,6.0,-2.0
1044.0,381.0,200.0,339.0,4.0,-1.0
1050.0,379.0,201.0,341.0,6.0,-2.0
1054.0,379.0,202.0,341.0,4.0,0.0
1059.0,378.0,203.0,342.0,5.0,-1.0
1065.0,377.0,204.0,343.0,6.0,-1.0
1071.0,376.0,205.0,344.0,6.0,-1.0
1075.0,374.0,206.0,346.0,4.0,-2.0
1080.0,373.0,207.0,347.0,5.0,-1.0
1085.0,372.0,208.0,348.0,5.0,-1.0
1087.0,371.0,209.0,349.0,2.0,-1.0
1090.0,369.0,210.0,351.0,3.0,-2.0
1095.0,367.0,211.0,353.0,5.0,-2.0
1101.0,365.0,212.0,355.0,6.0,-2.0
1105.0,363.0,213.0,357.0,4.0,-2.0
1108.0,360.0,214.0,360.0,3.0,-3.0
1108.0,357.0,215.0,363.0,0.0,-3.0
1110.0,352.0,216.0,368.0,2.0,-5.0
1112.0,345.0,217.0,375.0,2.0,-7.0
1113.0,339.0,218.0,381.0,1.0,-6.0
1114.0,335.0,219.0,385.0,1.0,-4.0
1115.0,330.0,220.0,390.0,1.0,-5.0
1117.0,326.0,221.0,394.0,2.0,-4.0
1117.0,323.0,222.0,397.0,0.0,-3.0
1118.0,319.0,223.0,401.0,1.0,-4.0
1119.0,316.0,224.0,404.0,1.0,-3.0
1122.0,308.0,225.0,412.0,3.0,-8.0
1122.0,300.0,226.0,420.0,0.0,-8.0
1120.0,294.0,227.0,426.0,-2.0,-6.0
1118.0,285.0,228.0,435.0,-2.0,-9.0
1117.0,275.0,229.0,445.0,-1.0,-10.0
1115.0,267.0,230.0,453.0,-2.0,-8.0
1114.0,257.0,231.0,463.0,-1.0,-10.0
1113.0,250.0,232.0,470.0,-1.0,-7.0
1111.0,242.0,233.0,478.0,-2.0,-8.0
1109.0,232.0,234.0,488.0,-2.0,-10.0
1102.0,225.0,235.0,495.0,-7.0,-7.0
1089.0,218.0,236.0,502.0,-13.0,-7.0
1077.0,214.0,237.0,506.0,-12.0,-4.0
1061.0,209.0,238.0,511.0,-16.0,-5.0
1042.0,208.0,239.0,512.0,-19.0,-1.0
1023.0,209.0,240.0,511.0,-19.0,1.0
1004.0,209.0,241.0,511.0,-19.0,0.0
984.0,210.0,242.0,510.0,-20.0,1.0
966.0,210.0,243.0,510.0,-18.0,0.0
948.0,208.0,244.0,512.0,-18.0,-2.0
928.0,208.0,245.0,512.0,-20.0,0.0
910.0,207.0,246.0,513.0,-18.0,-1.0
892.0,204.0,247.0,516.0,-18.0,-3.0
871.0,203.0,248.0,517.0,-21.0,-1.0
853.0,203.0,249.0,517.0,-18.0,0.0
833.0,201.0,250.0,519.0,-20.0,-2.0
814.0,198.0,251.0,522.0,-19.0,-3.0
798.0,196.0,252.0,524.0,-16.0,-2.0
787.0,194.0,253.0,526.0,-11.0,-2.0
779.0,193.0,254.0,527.0,-8.0,-1.0
775.0,192.0,255.0,528.0,-4.0,-1.0
768.0,191.0,256.0,529.0,-7.0,-1.0
761.0,189.0,257.0,531.0,-7.0,-2.0
752.0,189.0,258.0,531.0,-9.0,0.0
737.0,189.0,259.0,531.0,-15.0,0.0
720.0,187.0,260.0,533.0,-17.0,-2.0
703.0,186.0,261.0,534.0,-17.0,-1.0
686.0,185.0,262.0,535.0,-17.0,-1.0
670.0,183.0,263.0,537.0,-16.0,-2.0
653.0,183.0,264.0,537.0,-17.0,0.0
636.0,184.0,265.0,536.0,-17.0,1.0
618.0,185.0,266.0,535.0,-18.0,1.0
599.0,187.0,267.0,533.0,-19.0,2.0
583.0,189.0,268.0,531.0,-16.0,2.0
563.0,190.0,269.0,530.0,-20.0,1.0
549.0,191.0,270.0,529.0,-14.0,1.0
535.0,193.0,271.0,527.0,-14.0,2.0
519.0,194.0,272.0,526.0,-16.0,1.0
505.0,195.0,273.0,525.0,-14.0,1.0
494.0,196.0,274.0,524.0,-11.0,1.0
479.0,198.0,275.0,522.0,-15.0,2.0
467.0,198.0,276.0,522.0,-12.0,0.0
454.0,199.0,277.0,521.0,-13.0,1.0
441.0,201.0,278.0,519.0,-13.0,2.0
429.0,202.0,279.0,518.0,-12.0,1.0
416.0,203.0,280.0,517.0,-13.0,1.0
403.0,204.0,281.0,516.0,-13.0,1.0
393.0,206.0,282.0,514.0,-10.0,2.0
383.0,207.0,283.0,513.0,-10.0,1.0
373.0,208.0,284.0,512.0,-10.0,1.0
363.0,210.0,285.0,510.0,-10.0,2.0
356.0,211.0,286.0,509.0,-7.0,1.0
349.0,212.0,287.0,508.0,-7.0,1.0
341.0,213.0,288.0,507.0,-8.0,1.0
335.0,215.0,289.0,505.0,-6.0,2.0
329.0,216.0,290.0,504.0,-6.0,1.0
320.0,220.0,291.0,500.0,-9.0,4.0
312.0,224.0,292.0,496.0,-8.0,4.0
303.0,228.0,293.0,492.0,-9.0,4.0
293.0,232.0,294.0,488.0,-10.0,4.0
285.0,235.0,295.0,485.0,-8.0,3.0
277.0,237.0,296.0,483.0,-8.0,2.0
271.0,240.0,297.0,480.0,-6.0,3.0
266.0,242.0,298.0,478.0,-5.0,2.0
262.0,243.0,299.0,477.0,-4.0,1.0
260.0,244.0,300.0,476.0,-2.0,1.0
258.0,246.0,301.0,474.0,-2.0,2.0
258.0,247.0,302.0,473.0,0.0,1.0
256.0,248.0,303.0,472.0,-2.0,1.0
256.0,248.0,304.0,472.0,0.0,0.0
257.0,248.0,305.0,472.0,1.0,0.0
257.0,248.0,306.0,472.0,0.0,0.0
258.0,248.0,307.0,472.0,1.0,0.0
259.0,249.0,308.0,471.0,1.0,1.0
259.0,249.0,309.0,471.0,0.0,0.0
259.0,249.0,310.0,471.0,0.0,0.0
259.0,249.0,311.0,471.0,0.0,0.0
259.0,249.0,312.0,471.0,0.0,0.0
260.0,248.0,313.0,472.0,1.0,-1.0
257.0,245.0,314.0,475.0,-3.0,-3.0
260.0,239.0,315.0,481.0,3.0,-6.0
265.0,233.0,316.0,487.0,5.0,-6.0
268.0,229.0,317.0,491.0,3.0,-4.0
272.0,224.0,318.0,496.0,4.0,-5.0
276.0,218.0,319.0,502.0,4.0,-6.0
280.0,208.0,320.0,512.0,4.0,-10.0
283.0,202.0,321.0,518.0,3.0,-6.0
285.0,197.0,322.0,523.0,2.0,-5.0
286.0,193.0,323.0,527.0,1.0,-4.0
288.0,185.0,324.0,535.0,2.0,-8.0
289.0,184.0,325.0,536.0,1.0,-1.0
290.0,183.0,326.0,537.0,1.0,-1.0
291.0,180.0,327.0,540.0,1.0,-3.0
291.0,179.0,328.0,541.0,0.0,-1.0
292.0,175.0,329.0,545.0,1.0,-4.0
299.0,167.0,330.0,553.0,7.0,-8.0
314.0,165.0,331.0,555.0,15.0,-2.0
328.0,163.0,332.0,557.0,14.0,-2.0
344.0,160.0,333.0,560.0,16.0,-3.0
365.0,158.0,334.0,562.0,21.0,-2.0
383.0,158.0,335.0,562.0,18.0,0.0
406.0,156.0,336.0,564.0,23.0,-2.0
426.0,155.0,337.0,565.0,20.0,-1.0
443.0,155.0,338.0,565.0,17.0,0.0
463.0,154.0,339.0,566.0,20.0,-1.0
483.0,152.0,340.0,568.0,20.0,-2.0
498.0,150.0,341.0,570.0,15.0,-2.0
515.0,149.0,342.0,571.0,17.0,-1.0
532.0,146.0,343.0,574.0,17.0,-3.0
542.0,136.0,344.0,584.0,10.0,-10.0
552.0,121.0,345.0,599.0,10.0,-15.0
567.0,100.0,346.0,620.0,15.0,-21.0
573.0,86.0,347.0,634.0,6.0,-14.0
583.0,62.0,348.0,658.0,10.0,-24.0
589.0,50.0,349.0,670.0,6.0,-12.0
596.0,34.0,350.0,686.0,7.0,-16.0
599.0,34.0,351.0,686.0,3.0,0.0
605.0,33.0,352.0,687.0,6.0,-1.0
609.0,31.0,353.0,689.0,4.0,-2.0
616.0,31.0,354.0,689.0,7.0,0.0
622.0,30.0,355.0,690.0,6.0,-1.0
624.0,31.0,356.0,689.0,2.0,1.0
626.0,31.0,357.0,689.0,2.0,0.0
626.0,31.0,358.0,689.0,0.0,0.0
621.0,36.0,359.0,684.0,-5.0,5.0
620.0,38.0,360.0,682.0,-1.0,2.0
621.0,37.0,361.0,683.0,1.0,-1.0
622.0,31.0,362.0,689.0,1.0,-6.0
614.0,40.0,363.0,680.0,-8.0,9.0
607.0,33.0,364.0,687.0,-7.0,-7.0
605.0,34.0,365.0,686.0,-2.0,1.0
604.0,34.0,366.0,686.0,-1.0,0.0
613.0,33.0,367.0,687.0,9.0,-1.0
621.0,33.0,368.0,687.0,8.0,0.0
627.0,33.0,369.0,687.0,6.0,0.0
632.0,35.0,370.0,685.0,5.0,2.0
633.0,39.0,371.0,681.0,1.0,4.0
639.0,41.0,372.0,679.0,6.0,2.0
643.0,42.0,373.0,678.0,4.0,1.0
648.0,41.0,374.0,679.0,5.0,-1.0
651.0,42.0,375.0,678.0,3.0,1.0
654.0,42.0,376.0,678.0,3.0,0.0
658.0,42.0,377.0,678.0,4.0,0.0
662.0,42.0,378.0,678.0,4.0,0.0
665.0,42.0,379.0,678.0,3.0,0.0
665.0,44.0,380.0,676.0,0.0,2.0
669.0,48.0,381.0,672.0,4.0,4.0
684.0,60.0,382.0,660.0,15.0,12.0
690.0,64.0,383.0,656.0,6.0,4.0
693.0,67.0,384.0,653.0,3.0,3.0
701.0,73.0,385.0,647.0,8.0,6.0
708.0,77.0,386.0,643.0,7.0,4.0
714.0,81.0,387.0,639.0,6.0,4.0
719.0,84.0,388.0,636.0,5.0,3.0
725.0,85.0,389.0,635.0,6.0,1.0
731.0,88.0,390.0,632.0,6.0,3.0
741.0,93.0,391.0,627.0,10.0,5.0
747.0,96.0,392.0,624.0,6.0,3.0
756.0,100.0,393.0,620.0,9.0,4.0
761.0,102.0,394.0,618.0,5.0,2.0
768.0,104.0,395.0,616.0,7.0,2.0
775.0,107.0,396.0,613.0,7.0,3.0
781.0,109.0,397.0,611.0,6.0,2.0
791.0,111.0,398.0,609.0,10.0,2.0
796.0,113.0,399.0,607.0,5.0,2.0
805.0,116.0,400.0,604.0,9.0,3.0
815.0,117.0,401.0,603.0,10.0,1.0
824.0,119.0,402.0,601.0,9.0,2.0
832.0,121.0,403.0,599.0,8.0,2.0
836.0,122.0,404.0,598.0,4.0,1.0
843.0,125.0,405.0,595.0,7.0,3.0
850.0,126.0,406.0,594.0,7.0,1.0
858.0,128.0,407.0,592.0,8.0,2.0
868.0,131.0,408.0,589.0,10.0,3.0
879.0,133.0,409.0,587.0,11.0,2.0
890.0,141.0,410.0,579.0,11.0,8.0
905.0,150.0,411.0,570.0,15.0,9.0
925.0,160.0,412.0,560.0,20.0,10.0
944.0,173.0,413.0,547.0,19.0,13.0
964.0,185.0,414.0,535.0,20.0,12.0
981.0,198.0,415.0,522.0,17.0,13.0
993.0,206.0,416.0,514.0,12.0,8.0
1005.0,214.0,417.0,506.0,12.0,8.0
1019.0,225.0,418.0,495.0,14.0,11.0
1031.0,234.0,419.0,486.0,12.0,9.0
1044.0,243.0,420.0,477.0,13.0,9.0
1055.0,252.0,421.0,468.0,11.0,9.0
1062.0,258.0,422.0,462.0,7.0,6.0
1067.0,262.0,423.0,458.0,5.0,4.0
1070.0,264.0,424.0,456.0,3.0,2.0
1076.0,267.0,425.0,453.0,6.0,3.0
1079.0,270.0,426.0,450.0,3.0,3.0
1083.0,272.0,427.0,448.0,4.0,2.0
1088.0,275.0,428.0,445.0,5.0,3.0
1085.0,274.0,429.0,446.0,-3.0,-1.0
1085.0,275.0,430.0,445.0,0.0,1.0
1083.0,274.0,431.0,446.0,-2.0,-1.0
1084.0,276.0,432.0,444.0,1.0,2.0
1084.0,277.0,433.0,443.0,0.0,1.0
1087.0,281.0,434.0,439.0,3.0,4.0
1087.0,283.0,435.0,437.0,0.0,2.0
1088.0,286.0,436.0,434.0,1.0,3.0
1090.0,288.0,437.0,432.0,2.0,2.0
1092.0,291.0,438.0,429.0,2.0,3.0
1094.0,294.0,439.0,426.0,2.0,3.0
1098.0,296.0,440.0,424.0,4.0,2.0
1098.0,296.0,441.0,424.0,0.0,0.0
1097.0,296.0,442.0,424.0,-1.0,0.0
1097.0,296.0,443.0,424.0,0.0,0.0
1098.0,296.0,444.0,424.0,1.0,0.0
1098.0,296.0,445.0,424.0,0.0,0.0
1100.0,296.0,446.0,424.0,2.0,0.0
1101.0,295.0,447.0,425.0,1.0,-1.0
1103.0,296.0,448.0,424.0,2.0,1.0
1105.0,296.0,449.0,424.0,2.0,0.0
1108.0,297.0,450.0,423.0,3.0,1.0
1114.0,300.0,451.0,420.0,6.0,3.0
1114.0,300.0,452.0,420.0,0.0,0.0
1116.0,301.0,453.0,419.0,2.0,1.0
1120.0,302.0,454.0,418.0,4.0,1.0
1120.0,302.0,455.0,418.0,0.0,0.0
1120.0,302.0,456.0,418.0,0.0,0.0
1121.0,302.0,457.0,418.0,1.0,0.0
1119.0,301.0,458.0,419.0,-2.0,-1.0
1120.0,301.0,459.0,419.0,1.0,0.0
1119.0,301.0,460.0,419.0,-1.0,0.0
1119.0,301.0,461.0,419.0,0.0,0.0
1119.0,302.0,462.0,418.0,0.0,1.0
1122.0,303.0,463.0,417.0,3.0,1.0
1120.0,302.0,464.0,418.0,-2.0,-1.0
1120.0,302.0,465.0,418.0,0.0,0.0
1119.0,302.0,466.0,418.0,-1.0,0.0
1117.0,302.0,467.0,418.0,-2.0,0.0
1117.0,303.0,468.0,417.0,0.0,1.0
1115.0,302.0,469.0,418.0,-2.0,-1.0
1117.0,301.0,470.0,419.0,2.0,-1.0
1116.0,299.0,471.0,421.0,-1.0,-2.0
1118.0,297.0,472.0,423.0,2.0,-2.0
1121.0,294.0,473.0,426.0,3.0,-3.0
1118.0,294.0,474.0,426.0,-3.0,0.0
1119.0,293.0,475.0,427.0,1.0,-1.0
1119.0,292.0,476.0,428.0,0.0,-1.0
1120.0,292.0,477.0,428.0,1.0,0.0
1121.0,293.0,478.0,427.0,1.0,1.0
1122.0,293.0,479.0,427.0,1.0,0.0
1120.0,293.0,480.0,427.0,-2.0,0.0
1123.0,293.0,481.0,427.0,3.0,0.0
1125.0,293.0,482.0,427.0,2.0,0.0
1128.0,293.0,483.0,427.0,3.0,0.0
1129.0,293.0,484.0,427.0,1.0,0.0
1126.0,293.0,485.0,427.0,-3.0,0.0
1126.0,294.0,486.0,426.0,0.0,1.0
1127.0,294.0,487.0,426.0,1.0,0.0
1128.0,295.0,488.0,425.0,1.0,1.0
1130.0,296.0,489.0,424.0,2.0,1.0
1133.0,298.0,490.0,422.0,3.0,2.0
1134.0,299.0,491.0,421.0,1.0,1.0
1134.0,299.0,492.0,421.0,0.0,0.0
1134.0,300.0,493.0,420.0,0.0,1.0
1133.0,300.0,494.0,420.0,-1.0,0.0
1132.0,299.0,495.0,421.0,-1.0,-1.0
1138.0,303.0,496.0,417.0,6.0,4.0
1136.0,303.0,497.0,417.0,-2.0,0.0
1138.0,304.0,498.0,416.0,2.0,1.0
1141.0,305.0,499.0,415.0,3.0,1.0
1142.0,303.0,500.0,417.0,1.0,-2.0
1139.0,302.0,501.0,418.0,-3.0,-1.0
1133.0,299.0,502.0,421.0,-6.0,-3.0
1134.0,298.0,503.0,422.0,1.0,-1.0
1134.0,298.0,504.0,422.0,0.0,0.0
1134.0,298.0,505.0,422.0,0.0,0.0
1131.0,298.0,506.0,422.0,-3.0,0.0
1134.0,300.0,507.0,420.0,3.0,2.0
1134.0,303.0,508.0,417.0,0.0,3.0
1134.0,304.0,509.0,416.0,0.0,1.0
1130.0,301.0,510.0,419.0,-4.0,-3.0
1130.0,301.0,511.0,419.0,0.0,0.0
1225.0,417.0,512.0,303.0,95.0,116.0
1219.0,184.0,513.0,536.0,-6.0,-233.0
1130.0,306.0,514.0,414.0,-89.0,122.0
1129.0,309.0,515.0,411.0,-1.0,3.0
1129.0,310.0,516.0,410.0,0.0,1.0
1130.0,313.0,517.0,407.0,1.0,3.0
1130.0,315.0,518.0,405.0,0.0,2.0
1131.0,320.0,519.0,400.0,1.0,5.0
1131.0,324.0,520.0,396.0,0.0,4.0
1133.0,329.0,521.0,391.0,2.0,5.0
1135.0,334.0,522.0,386.0,2.0,5.0
1133.0,332.0,523.0,388.0,-2.0,-2.0
1132.0,332.0,524.0,388.0,-1.0,0.0
1131.0,330.0,525.0,390.0,-1.0,-2.0
1131.0,333.0,526.0,387.0,0.0,3.0
1135.0,337.0,527.0,383.0,4.0,4.0
1131.0,334.0,528.0,386.0,-4.0,-3.0
1125.0,330.0,529.0,390.0,-6.0,-4.0
1120.0,329.0,530.0,391.0,-5.0,-1.0
1120.0,328.0,531.0,392.0,0.0,-1.0
1114.0,326.0,532.0,394.0,-6.0,-2.0
1114.0,326.0,533.0,394.0,0.0,0.0
1127.0,326.0,534.0,394.0,13.0,0.0
1124.0,326.0,535.0,394.0,-3.0,0.0
1123.0,325.0,536.0,395.0,-1.0,-1.0
1122.0,325.0,537.0,395.0,-1.0,0.0
1122.0,324.0,538.0,396.0,0.0,-1.0
1123.0,324.0,539.0,396.0,1.0,0.0
1121.0,324.0,540.0,396.0,-2.0,0.0
1121.0,324.0,541.0,396.0,0.0,0.0
1120.0,324.0,542.0,396.0,-1.0,0.0
1119.0,324.0,543.0,396.0,-1.0,0.0
1120.0,323.0,544.0,397.0,1.0,-1.0
1118.0,323.0,545.0,397.0,-2.0,0.0
1118.0,322.0,546.0,398.0,0.0,-1.0
1120.0,320.0,547.0,400.0,2.0,-2.0
1121.0,319.0,548.0,401.0,1.0,-1.0
1120.0,319.0,549.0,401.0,-1.0,0.0
1123.0,317.0,550.0,403.0,3.0,-2.0
1129.0,314.0,551.0,406.0,6.0,-3.0
1126.0,315.0,552.0,405.0,-3.0,1.0
1128.0,313.0,553.0,407.0,2.0,-2.0
1126.0,314.0,554.0,406.0,-2.0,1.0
1129.0,309.0,555.0,411.0,3.0,-5.0
1131.0,305.0,556.0,415.0,2.0,-4.0
